is_nine,pred_prob,f_1,f_2,f_3,f_4,f_5
TRUE,0.838,323.2671395,439.0331404,-135.9798831,-304.9790049,22.83438271
TRUE,0.871,-133.5662628,-739.0072712,1384.488309,333.6759051,-155.7603238
TRUE,0.879,328.0353413,-98.65658586,1411.389894,195.1873501,-675.9406635
TRUE,0.886,756.8994381,-686.6150126,-542.0476334,557.6531411,-164.2252172
TRUE,0.897,248.627527,-713.2763262,676.3009404,563.6665753,-960.6340092
TRUE,0.897,67.46184842,-14.92658168,-570.750142,-268.4183449,-196.5594605
TRUE,0.84,362.9309432,133.479013,-627.5997865,-283.526485,-110.9008999
TRUE,0.893,-1057.030114,-56.59856933,128.9718789,-398.9258739,374.6573502
TRUE,0.896,-185.2996758,-1086.904861,-524.6213432,-155.7774822,-141.7061016
TRUE,0.87,862.5641851,419.9293393,-353.5363182,-329.231675,-404.2448415
TRUE,0.872,668.1223976,552.4755273,-322.2409943,-430.5919089,-233.1563924
FALSE,0.88,-803.8652684,-702.7278716,202.3679544,-128.1056756,124.4309716
FALSE,0.838,-645.0416873,367.1433916,-439.7219386,72.43357545,-263.6685535
TRUE,0.805,-324.0054784,-724.7741792,-222.801117,-109.6419358,-217.2236222
TRUE,0.886,1117.361318,-599.5344744,710.1129042,386.5054592,-881.442022
FALSE,0.854,-544.0500545,172.9734073,231.8705331,51.90886659,-246.3337958
TRUE,0.86,931.3976655,-590.6856843,-622.5711929,-558.7085157,-511.0779577
TRUE,0.875,960.760481,-618.0873028,-186.4272394,1226.471236,-356.784138
TRUE,0.863,-929.8124159,-9.17583652,-543.192954,631.2780697,573.340744
TRUE,0.872,745.6595032,-621.2856086,206.827708,-459.5988192,137.3615759
TRUE,1,-328.6176939,-576.5120944,1075.458944,-679.1213273,593.0259038
TRUE,1,711.1677989,-686.2725559,-504.2072262,-4.128725091,394.816435
TRUE,0.955,-393.9839969,-489.7383416,462.9772568,-142.8071209,184.7557441
TRUE,1,-115.0103346,657.5621227,383.8664911,-742.6996811,-35.11002906
TRUE,0.997,-177.1447168,182.5534019,-209.244959,-500.2229889,-181.3650666
TRUE,0.924,618.7961448,-686.1549324,-108.4705729,-245.2580368,998.5992092
TRUE,1,-624.8136529,-0.753422333,-499.1579744,443.3617142,-192.1571895
TRUE,1,839.7707024,-508.5779983,-73.52448471,-217.5855544,-299.8421973
TRUE,1,984.3403252,-216.3629499,202.7444408,-133.6607148,841.3214378
TRUE,0.978,335.1574297,-208.9606087,-644.7699941,964.2561827,-203.2813604
TRUE,1,1257.409205,-179.4993527,72.12600751,-131.7679766,-64.06303341
TRUE,1,286.8351451,-1015.100587,666.1123033,-796.7384756,709.9201461
TRUE,1,8.78914407,-604.3661031,-165.3236227,-289.7521038,-491.5086186
TRUE,1,-285.9151532,-1326.634969,855.908426,-60.77085892,-234.3442118
TRUE,0.991,759.2750572,-1014.705621,-285.2847251,170.3138054,-778.6060007
TRUE,0.928,73.53070444,-361.8992304,372.4269603,336.1719758,611.3815998
TRUE,1,985.6788574,-251.6526671,564.5725561,1239.402536,-288.9263011
TRUE,0.937,375.0977196,-673.574387,-870.4107864,-412.5761044,680.448504
TRUE,1,-638.4161596,-601.2238025,-308.0290668,125.3930574,-14.356629
TRUE,1,-99.16255408,-96.07799395,143.7542643,-573.9726654,-678.0070018
TRUE,0.972,-706.0722794,-69.020555,-262.0824105,-84.72647154,-126.1947229
TRUE,1,-229.9224934,-617.5820704,-12.55458211,-809.8997254,-436.8966521
TRUE,0.999,-205.3298724,-992.0664336,159.7935364,-400.1695959,-468.4111104
TRUE,1,769.2296898,-531.4616351,227.8687289,140.9071353,125.2306709
TRUE,0.999,257.303819,-498.7908258,-250.0906831,262.9786299,-131.9180681
TRUE,1,-98.89388869,-696.6941686,588.2319793,-900.4320558,-223.8638837
TRUE,1,-384.3888863,-487.409046,-47.68377117,49.84186349,55.20089694
TRUE,1,204.7525792,-949.8301225,724.1688176,-826.5954472,445.5408568
TRUE,1,-332.9586577,5.991448107,406.1669266,-64.59236269,-562.2457046
TRUE,1,468.3775753,-623.7255954,623.7251443,-468.0665361,141.3212996
TRUE,0.963,-375.6171005,476.3231534,-395.5673985,384.0668402,-76.05820127
TRUE,1,-391.278211,-793.8489452,474.1973565,-655.4365794,-201.3864411
TRUE,0.991,663.7786758,-182.1213528,491.0936148,-373.6916129,1186.908007
TRUE,0.99,-76.60990426,305.5497248,808.0561923,-449.6233186,-338.1248183
TRUE,1,-483.3389569,-665.1142993,-144.2511178,-718.304954,213.1590748
TRUE,0.999,-674.063109,-335.7179384,420.1507062,-413.7099747,-50.35841217
TRUE,1,-668.5116298,-208.2023021,934.3063166,-67.79721061,-274.0292455
TRUE,1,-754.7359885,2.104650881,-319.4508113,169.0572695,-20.23712657
TRUE,0.989,919.6227343,146.3212946,571.1589599,1042.759162,-265.8662251
TRUE,1,351.0870823,-18.19154284,304.8893117,-788.6009111,-678.438656
TRUE,1,1531.693664,-352.9261503,-286.0339752,-40.6629576,103.0390558
TRUE,0.973,-34.82587262,-710.3526957,-481.2631583,42.23319611,-301.439985
TRUE,1,615.2372555,-251.4748168,-282.8730063,-266.0924239,-276.02647
TRUE,1,-365.7591317,-638.788274,-171.5460061,76.89266518,-205.2083845
TRUE,0.975,648.4306541,-360.2771819,-918.6263731,-147.4271979,74.65212354
TRUE,1,-684.2955086,-594.5864175,239.7549266,-642.3657794,-136.5947023
TRUE,1,-710.6893535,-744.6468678,-151.8358115,713.7763294,-474.2220154
TRUE,1,376.3893326,-382.4608829,-163.7125447,-1008.391348,104.4052358
TRUE,0.997,831.3927815,-379.3162148,-210.8341002,-873.9705793,-73.00649297
TRUE,1,835.2868944,-664.9996249,203.0315904,72.9639815,286.303148
