is_nine,pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10
FALSE,0.486,186.2866367,-575.7757746,168.1444923,-406.6341757,119.9781204,-435.8944441,-161.116324,-852.6202356,63.86541855,12.83084055
TRUE,0.441,-416.0551807,-239.2280812,-305.1669506,-173.4155324,67.20320948,-32.42120226,194.1278234,-140.9406096,-405.7766081,66.87324013
FALSE,0.485,-847.5268933,-186.4831524,-223.7524459,-333.4172683,365.2674977,176.0247195,-44.0570306,-457.7682232,-60.77921027,155.6295162
FALSE,0.483,-666.4001823,76.52920863,185.1382482,-278.3482996,-152.0782377,-136.1135652,-296.8444384,201.5474889,26.43173464,-132.510486
TRUE,0.431,-408.3454899,-1066.086279,643.277828,-93.86156939,-703.3100166,386.3104919,-193.6832117,40.60550865,-148.5762593,-19.33038797
FALSE,0.421,-750.7345771,226.4515506,-644.7992492,461.3137813,-156.0044325,-16.40124161,232.8836689,-19.22010973,104.8195802,316.5720608
TRUE,0.434,-139.2449253,-130.9840457,154.0072744,523.3632565,-814.7187014,325.932915,91.74405444,-1.636672496,759.5404762,-418.0860341
TRUE,0.433,408.3446775,520.0976395,-204.7625592,-412.9737992,-374.0597128,223.7803012,-104.6700552,159.0846328,-81.06307622,73.4412662
TRUE,0.457,39.340786,1179.365583,-87.27303194,-378.2201365,40.79184034,-633.3599173,-60.51736439,42.89270869,70.36439165,152.2891392
FALSE,0.498,607.4180286,970.6190336,687.6305135,56.1945064,115.7169747,28.83237253,344.5507577,-329.5662723,-215.140946,-175.1231089
TRUE,0.496,615.6425458,-390.7094203,-258.2811022,-593.3568999,198.7890939,46.90510762,-704.2382558,611.3853161,570.9180187,276.4698582
TRUE,0.455,-199.2538613,1120.722437,229.0603477,-485.6148812,-159.6403454,191.286526,-11.84497579,449.0543362,135.3046371,-4.32282935
TRUE,0.485,-331.9358632,742.7110467,587.3748328,505.3764427,-623.1274724,0.911150683,521.6630274,338.7813704,708.2375359,-76.26709353
TRUE,0.499,-1099.728834,-96.11044711,-43.70008787,528.7888948,119.1320093,494.9412056,233.6059681,99.29708466,148.1476308,718.5074869
FALSE,0.493,-921.5014264,139.2164581,152.9376337,253.1218299,-428.19362,-331.423076,-54.73088157,257.3424423,283.3825799,461.7899658
TRUE,0.486,608.7090563,-318.0345824,303.0851139,-396.9456177,875.2664894,780.7826051,695.4391766,123.4082816,-375.1316347,350.2385203
TRUE,0.46,592.2862845,-534.8225324,-642.9864286,968.6680636,421.7231847,741.1534754,403.7166348,225.6661188,426.1964819,-219.5237201
FALSE,0.42,952.8624883,634.946678,965.9827161,-214.1706352,-625.4044179,192.4134695,70.84343001,-392.0790586,290.5578158,71.98062924
FALSE,0.47,-193.4883629,138.2337656,-795.7679571,-439.7752738,-18.15341421,-236.6782551,165.3662928,171.4153056,-322.9326865,-449.9979442
FALSE,0.454,-898.0683158,35.10189904,-513.4547736,710.623309,-84.96598318,-438.7816468,-37.80726342,443.4729333,113.277974,425.9910861
TRUE,0.474,435.6079555,892.2584046,-21.11450066,-460.3437776,-378.4876756,-287.9323429,61.92266301,16.87741383,212.4473316,295.0269338
TRUE,0.485,-255.1522515,-988.9104035,-72.94393106,453.0502984,-621.2853086,-142.493743,-711.7972911,62.75901383,-453.669953,-14.69998704
FALSE,0.407,-223.2216386,-181.9012099,96.78189561,96.95269196,1149.090024,-539.1254622,448.7858094,312.6107026,-112.8393196,-144.4802145
TRUE,0.479,-545.555522,-429.4696082,295.39388,-425.2784685,-224.5976697,435.0479555,71.45721358,-53.26238958,-71.88635492,-168.5342387
TRUE,0.518,-327.5840694,-350.9382623,-956.3970257,540.5242126,454.1235881,-661.6141279,-1.808693332,-370.7989472,413.9894942,-162.2718744
TRUE,0.563,669.2498112,-698.3585472,-129.5818621,-1186.281598,219.8415863,58.90680449,-171.4240194,459.4368874,443.7857918,464.7949708
TRUE,0.579,-354.7057675,-702.0797922,-33.16616719,-849.6866776,222.1065411,-217.7284303,-282.0714735,533.4537029,19.70619916,-261.8024977
FALSE,0.512,19.8834815,-467.3798662,988.3305491,-238.7034704,-178.7047274,-684.7991204,-479.2750009,-160.5657956,-238.2903054,77.82368167
TRUE,0.509,717.4157498,-454.9937364,542.5651003,854.388484,234.3635737,414.5569211,477.5466333,623.605418,-483.7584371,-98.74810846
TRUE,0.508,7.465047551,149.917924,-866.5163231,913.8354681,20.3534759,129.3292525,246.4360701,168.1960162,614.8461817,-678.5657824
FALSE,0.533,-465.9709468,-623.1524461,275.4940754,628.8918541,-197.5308322,610.5956971,467.4390323,49.86133315,180.3646865,196.0051502
FALSE,0.538,-646.1940679,693.7081031,-103.8983287,-198.6024959,174.8381126,558.5384926,-209.4417836,217.0857238,186.6073927,-52.47534307
TRUE,0.597,-289.0227858,988.6281909,112.8848651,-71.84232003,453.1694298,272.2847486,235.4911591,1.369474985,-372.4466539,-490.8571875
FALSE,0.522,177.0370027,818.7384264,-165.4066554,-21.26460021,530.0197649,-745.807312,164.9139189,-227.6451293,247.6066783,564.1095123
TRUE,0.559,-51.9992394,-348.2592482,-655.9578401,750.4579074,89.33665776,-112.653439,123.4709781,-189.8953888,-0.607581387,-376.8466678
FALSE,0.547,467.0850446,297.5816992,-278.763381,-521.5780897,-311.5377844,31.34104524,-163.5967297,-545.9599063,149.444026,-255.4504696
TRUE,0.598,-164.9679612,-536.4178437,-71.09252297,1643.044227,87.45411172,-8.380124704,410.0862373,-240.1089544,550.1429902,-210.173857
TRUE,0.514,-779.3350621,-415.3852765,-341.2511237,-420.0222909,-228.4677515,82.33830346,-45.60017683,-93.15969258,-219.3433396,34.38305643
FALSE,0.526,228.4111657,-515.5384419,11.49548569,-157.5568182,-748.6027588,-218.5509315,-347.0367051,-516.6124149,352.9903753,-19.89604934
TRUE,0.521,1091.091884,-82.96456017,-101.6738753,-33.73255337,15.44249214,284.4319171,29.42821863,-241.9001187,-480.3550449,409.5699478
FALSE,0.512,29.25096052,388.2146285,199.7572776,-155.6368908,-39.55374088,-475.2925526,-629.609608,237.1482363,71.17282217,-326.3585106
FALSE,0.537,-622.8683729,267.8632858,230.8724574,106.3758706,-122.1481967,77.04610478,227.1031719,398.9354257,391.9534633,-513.9829886
FALSE,0.506,1020.327772,839.3932005,702.5696252,500.034978,-14.01677139,-683.7107414,-539.8339041,-14.8005187,-478.5473345,-309.8501673
TRUE,0.517,-1092.559204,45.90438828,7.698530221,138.5445016,31.97489655,483.8699628,133.4508231,-164.4033152,219.8781889,572.8992791
FALSE,0.579,791.568001,277.8713348,-118.2651706,-865.4867636,-399.9232152,254.6655495,93.02427485,165.9944467,227.9869186,261.3376364
FALSE,0.569,-228.9548123,331.3156805,-300.2240382,-723.9450456,-29.19174663,-268.3769551,11.71575011,353.6546553,-286.0570268,96.22534906
TRUE,0.536,817.763471,605.004599,-356.6490591,-383.4619881,-45.64658665,-109.9559592,128.0612434,-164.6809869,-98.59597287,594.4794655
TRUE,0.586,-251.1932082,460.429943,-96.64533457,-239.6922705,-335.736839,-22.46794783,-12.03183204,242.2708132,137.2721682,65.22226096
TRUE,0.536,297.2319888,-795.7342039,43.65768992,-3.070526003,654.5204992,192.4992992,745.75767,-144.0862044,-144.3231485,-333.0184163
FALSE,0.53,383.6010356,-279.0870719,250.8067511,-928.9842466,-653.4017727,216.5553017,-284.298232,163.2025653,383.1995448,0.563670726
TRUE,0.567,-747.8035836,-349.1840083,420.5636693,890.9792498,-301.5843119,501.8883855,602.5505099,-42.19708278,284.4447971,430.668327
TRUE,0.502,958.504567,1175.632315,391.4694881,195.703373,-48.84043953,-288.0058955,-174.908107,276.1306455,-56.29327566,-10.01807037
FALSE,0.56,418.0944742,945.7387985,-108.6691626,-79.53644448,-308.2872967,121.2369639,-75.47247277,-10.41470305,57.25708109,-66.51265501
FALSE,0.575,1328.797756,261.0299826,-488.9621437,217.9529266,-209.1621128,808.0124263,-236.481777,-242.2109012,-177.6487408,-154.5863663
TRUE,0.561,-21.2484665,-700.9914826,-43.96607618,726.1241575,-875.8596389,23.86509592,-644.3611164,343.8855727,-403.1901677,135.9460453
TRUE,0.69,303.7131909,-273.062916,-982.1938413,696.8039318,98.34362974,492.3321856,28.35157114,70.5160078,428.6679106,-35.49938826
TRUE,0.627,418.3571884,-446.1494706,-486.5694818,1175.563681,558.0296103,306.0585477,-73.72187388,388.0074035,-114.2796521,-327.201856
FALSE,0.605,-297.1697044,-594.8891001,-28.50659615,127.1110077,345.6621126,40.97627667,-570.8612464,97.82143324,-142.5796996,-394.8079067
TRUE,0.654,-396.144102,-613.6058381,-221.9937832,523.6845726,284.0376644,-179.789693,-231.1037209,-388.2125798,-471.6539907,221.8981269
FALSE,0.643,-626.5137415,-145.2571258,355.7901866,216.2485464,-526.1918523,69.75983366,314.3297527,152.6359842,633.6309974,-32.94099326
TRUE,0.698,671.6969536,-709.6216045,-687.6870032,-234.2871752,251.5588016,418.7578232,534.3515836,-349.0374101,-182.46552,64.92754326
FALSE,0.692,-679.9862683,-1027.010074,322.3569781,714.9404829,-287.4480403,7.410935181,-132.9936216,-50.02194307,290.2514696,375.5357803
TRUE,0.699,-206.95618,-455.2058224,-190.4325408,972.1036239,266.6483064,-520.7443577,645.1284024,-481.4603435,260.7013159,-173.6257956
FALSE,0.641,-623.9469317,-1029.113225,-243.7813103,80.33892878,313.2571346,-128.7541404,-212.3543866,73.25816479,436.5079281,246.9892717
TRUE,0.699,-291.6441828,384.7147766,-378.7312099,112.2009845,89.32275374,25.62432546,109.7824338,342.4485624,264.3974056,78.61358813
FALSE,0.604,722.5093167,1146.421827,179.7805476,197.2784848,-328.9567979,22.42448719,-342.2674655,13.28702613,-100.6277425,-309.3621502
FALSE,0.603,493.6460341,339.2729346,-224.1995607,263.3551999,-706.0234168,-245.1071874,127.0643255,684.9234814,330.1998396,-15.70884459
TRUE,0.676,625.4422352,748.322283,-419.1704889,34.12056252,-566.0636347,-68.41236768,189.1104573,306.9430263,126.0869179,-176.312886
TRUE,0.633,1203.488011,-669.8095095,-171.1479599,343.6375163,85.9126906,601.8889955,-649.4319682,-688.7125142,-179.7709277,-13.83317071
TRUE,0.603,395.8202843,-86.86675217,-1212.713052,85.98762962,19.33633013,455.1672257,-489.0726282,508.851745,174.739889,-545.1488545
FALSE,0.664,225.88071,382.0225672,-341.9503593,29.93965621,-270.9313362,-405.6772782,-401.1996517,-521.8765612,-429.9164309,-141.5504281
TRUE,0.67,-315.2295078,113.0007894,-228.4838829,627.5803388,-407.295545,-295.8134568,757.1471633,208.9972917,1.730237147,-343.7093793
TRUE,0.641,-278.6406729,219.9182534,76.14187764,499.5444944,-409.5415525,-70.10382378,738.7009895,449.2951243,-70.74994809,-169.7563376
FALSE,0.63,-260.2462251,-445.1707467,-356.5564958,-489.5257569,-653.8492241,236.75876,146.4357292,57.41962828,-235.7539322,88.63963923
TRUE,0.652,243.6363551,-599.0046673,1314.32074,-27.41607636,-253.5226533,617.5588065,-452.1996388,132.3516562,-33.47276369,-174.8366221
TRUE,0.626,746.2733773,425.4559305,37.40431499,667.8552202,-481.8109233,-122.9861747,-282.4011445,-348.1803582,-684.8924846,1.355750342
TRUE,0.636,-659.7004379,160.9051555,214.6761283,-470.3088979,-175.14755,647.2026459,269.9543299,-68.91238183,-327.5067074,-152.3053081
TRUE,0.682,1003.387945,-1213.421466,-14.70450028,334.772283,223.7233214,-225.3676075,409.0427152,-653.4712387,126.6974232,230.5293125
TRUE,0.62,151.0346693,-231.9312265,-47.32777504,-536.5391214,-752.2966484,-494.1721818,-9.669052641,-188.2989018,412.7019222,-20.09297492
FALSE,0.629,-834.8337006,-82.04366836,-226.8991577,247.3401688,-506.0418409,429.3711829,-56.04924281,6.347707231,208.1066783,111.4532162
FALSE,0.638,282.1545919,-230.4984963,-44.49572935,271.1292942,-218.5974172,-214.1694857,-187.2201676,-154.4811845,-582.5791989,230.4756405
FALSE,0.697,-157.4840175,-8.268029903,1070.328269,1159.181674,-727.9048683,-264.1997227,376.5094342,-5.183552833,668.7156473,229.9730708
TRUE,0.694,-786.060809,258.8154302,-228.2831281,-323.6284934,-273.7031997,637.9966636,382.3355056,-217.9242944,-167.0362011,-23.11752518
TRUE,0.671,-331.080758,4.583354728,-1028.632378,505.5266318,178.4248787,-364.8776367,231.9228164,-504.3455318,597.7480369,-88.35206427
TRUE,0.629,-573.0072042,-680.3545139,723.6633099,343.9865626,-99.65081324,705.0443768,-346.0737744,203.4795954,-143.5103398,-330.6171946
TRUE,0.618,20.41018007,-33.60573131,202.1874614,-109.1848688,804.7458853,-681.1460567,170.7508774,-237.5812422,90.90004965,-510.4241366
TRUE,0.734,-566.6980756,-683.501352,-567.6887945,330.8255709,-14.43300966,-177.8804158,-210.6902483,232.7478405,-297.5638282,283.6407191
TRUE,0.706,-600.5228757,-365.5226745,583.2951752,-810.3440136,604.2199746,-155.6094146,-278.6819648,-206.5155802,-15.69924192,-377.333314
TRUE,0.784,-881.436594,-581.3957017,542.0407776,461.0970578,-382.7185767,-455.1039752,-290.4445041,399.6811841,444.1087374,148.999365
TRUE,0.781,1067.302413,118.0373937,-214.5309062,-571.9889873,208.8585023,10.90614215,396.9259213,-301.167075,24.69123169,180.6019352
TRUE,0.792,132.2457903,-575.2736352,-568.8794015,116.1043015,-119.6325786,321.8463303,-621.3978136,707.6375042,-125.2026739,176.001382
TRUE,0.76,-675.2887101,602.6719965,440.8844453,23.13544596,217.4933128,555.708039,197.6894585,164.9498131,-115.4208411,107.5229972
TRUE,0.711,694.2672517,425.8951244,-381.1103685,-488.4882808,470.3100557,530.6189964,112.4770859,-416.5800209,284.7669318,280.9378621
TRUE,0.715,-579.6315101,-232.3067043,-793.1879174,-282.7700192,327.6494302,-327.4368476,116.5174278,155.2317781,-107.7761195,-215.4957556
FALSE,0.747,252.981109,972.9308997,3.382107927,-266.290682,145.0055766,-145.9313191,-197.2667491,-461.9409061,283.9360548,263.7447542
FALSE,0.78,-734.1669932,417.0870702,59.12806334,-322.358198,142.8556625,-457.0564305,-123.8453618,-134.6755047,-78.37770831,142.2619411
TRUE,0.725,564.5081241,-505.9145521,-507.2094559,-281.5173485,-276.8041253,261.6246403,-384.695781,-616.6893093,197.4280813,177.1434519
TRUE,0.747,989.5996896,-171.8928624,44.59496882,-157.1253465,-184.2236769,316.8589774,320.4409043,-693.8938131,-190.0181345,-55.47169873
FALSE,0.713,-154.2500651,832.2446862,558.2740505,-464.9842755,-265.8102815,-250.1675469,-367.0582557,140.8506011,-44.51429716,-295.0835031
TRUE,0.777,75.07940184,-294.9364467,1489.069029,462.0483705,-780.1239932,370.6480717,-123.7524331,445.5929112,-261.3231436,-120.0562914
TRUE,0.701,-200.2120646,652.6511658,-61.69057159,178.8527026,-737.2935016,-392.4585386,442.9135025,326.5827099,355.9322249,-171.2747751
FALSE,0.752,-884.6103592,-722.1924929,426.4293525,182.24597,-234.7856651,98.60577038,-19.0351062,-427.7741284,298.9741947,147.0789396
TRUE,0.77,627.4523915,-349.2227163,-346.8446733,164.3279055,-668.9010161,-73.37172213,-198.6636135,-29.2473476,-419.5382933,66.32563843
TRUE,0.71,414.2403058,52.12441012,-571.2697859,-125.9378959,-459.3081244,501.9083244,-427.2575337,-288.1055312,142.4315525,-102.0426949
TRUE,0.776,-225.5418328,116.9168761,104.024467,-887.364664,-814.9410652,-431.4751746,4.311734457,207.5144277,53.38061921,-174.2648002
TRUE,0.772,997.8240542,-208.0741038,-571.5194262,-426.4279801,67.27556439,-126.6269642,-40.93088588,570.8611762,857.1834353,-372.2429259
TRUE,0.706,-345.2327973,1297.039304,553.9587166,-668.9058437,74.06403972,17.35976725,-192.8765264,105.5609602,277.0094917,-13.65029747
FALSE,0.789,647.6707763,-758.2830559,-132.0179676,-912.0822602,-526.3825422,-123.5544383,234.7923206,289.5572739,-142.5045928,570.9442122
TRUE,0.781,-246.3576904,759.3938449,156.9162015,116.0701239,-833.2600155,1.681180402,241.3809432,412.941798,218.3388381,-52.74280254
TRUE,0.743,912.81253,-272.2400544,-453.8915744,-83.61692428,64.14542077,189.0652864,-653.7293436,931.9662686,748.3899996,237.0604174
TRUE,0.702,-614.6262183,416.6201396,425.9935954,416.4280103,-339.2964165,969.261506,-205.1310156,179.2534431,-136.3188043,199.9744021
FALSE,0.794,-875.3627634,462.6783369,166.2350892,9.609321079,109.8394294,244.3200604,225.5620699,128.3436581,322.2158702,-306.8641695
TRUE,0.789,-1108.212085,-340.6790109,-559.5002948,242.2457398,107.8476614,-288.6402681,39.18212328,-197.3300947,540.1569754,-62.28202055
FALSE,0.8,-209.2043503,-158.5484779,-872.6308556,239.6206594,-205.1118098,-263.4668123,241.8343747,-464.4297841,43.71629729,-335.2265832
TRUE,0.743,82.45311177,-616.5483959,-511.576289,748.0132112,348.3374403,-0.643193388,-207.3206671,-444.4405962,144.4432583,-92.98443843
TRUE,0.797,1159.798641,579.8575943,235.64936,377.6029642,-264.4591831,525.9819466,-116.3031377,89.6803938,-209.0940615,-141.6327182
TRUE,0.766,1243.356768,139.7998603,-233.0387714,-306.4402276,262.1974431,493.6741287,-272.2468109,-615.0796886,527.9539382,325.4288542
TRUE,0.786,-543.0140651,-787.3919863,217.1858396,410.14089,-566.0143411,368.0996744,-182.5003511,155.1271635,-95.84891791,-15.14550809
FALSE,0.725,666.0872276,1039.850402,-274.0005504,-412.2536579,-241.4878574,-58.30975245,240.0888906,112.0913133,126.7964379,-78.3868434
TRUE,0.705,-311.2944832,-361.5236585,-991.8212784,236.0602208,-170.9793684,-501.0241678,-158.9982841,629.0547131,-58.90833859,-485.0126603
TRUE,0.803,-480.967228,770.1431212,349.9827798,-358.1879645,104.7599433,43.57284677,-105.1627897,305.4960452,-53.40860716,-225.613313
FALSE,0.893,115.6020914,875.0710012,374.1821291,-517.2538411,-467.9943233,-72.14758063,65.03243437,-560.2361402,278.5420219,17.5992348
TRUE,0.867,-746.7982115,-533.4750897,-470.2672606,-249.0684973,266.0512123,6.177059815,-158.4504928,374.5860806,-295.5839684,-65.78007782
TRUE,0.897,-304.4983246,784.1437836,187.3663609,-44.32307708,286.0208847,330.313737,351.6451657,-40.94099989,-394.4313529,-526.3193584
TRUE,0.821,491.7271193,-68.18676464,23.24980556,-6.507691644,183.1463854,-284.517059,198.3482191,-331.816223,-579.2687623,294.8328587
TRUE,0.861,-454.1885163,1087.123794,313.5167596,160.2968938,212.9897953,382.3869902,270.4993577,152.6432043,95.89494105,-121.4330689
FALSE,0.825,-319.1664791,570.3779209,375.4085289,-292.9008872,20.35179181,-411.7805603,-248.0665579,-382.5280444,-155.6454441,-78.3551015
TRUE,0.86,-865.1539271,-164.7003047,-337.0717377,-39.99664588,104.720538,343.3326036,334.4909416,-576.9478959,122.4212734,254.2509917
TRUE,0.872,-354.9952937,-777.9364589,-615.7401669,-150.4584852,-180.1104428,-274.7676919,-265.0796757,592.7779141,-235.5040194,-62.57943155
FALSE,0.816,484.5239232,971.8180804,591.5106607,-264.0319881,-6.057894533,324.446166,-6.371532436,-645.3406474,380.261074,-292.799805
FALSE,0.82,108.9415258,425.5613045,201.4087125,-66.47797083,758.5192034,-881.3677744,210.8177986,-147.1012447,500.4932908,-403.2945121
TRUE,0.884,273.2412266,-425.5008576,-622.8507621,-804.6905952,446.8924169,88.2420441,151.4706477,286.0110426,-253.7799149,-178.4620483
TRUE,0.883,-460.0468553,-158.9244789,-772.7359402,-186.0090454,194.1080775,-68.58575913,-470.6548553,687.6106142,-303.2391558,-185.5509587
TRUE,0.886,563.915859,-856.2749293,799.2752915,-249.4769731,58.27093661,-457.6567884,-373.1193245,-169.4025202,-277.167857,56.39767402
TRUE,0.845,379.7330464,585.7037501,357.7325365,-177.3224126,-363.3858324,-557.3001608,309.0756509,-319.5599164,148.741976,-99.22326276
TRUE,0.897,847.4352571,-680.1405127,-338.146267,122.820702,-120.0966154,201.1900901,30.08161723,871.5893169,805.0917795,75.70137567
TRUE,0.864,1104.424411,163.7433883,-290.3643542,-689.9062007,-72.76872745,392.3554156,275.3234125,373.6671863,441.175827,-194.0889667
FALSE,0.877,1291.481653,1074.616443,987.2503723,510.7681166,-417.4561424,-108.847415,-217.4243943,-27.27078736,-44.00173661,-231.8516172
TRUE,0.853,756.7865333,382.5837317,-172.8323257,-507.1057542,-408.9186856,319.4721496,-157.8125979,-207.807734,26.595417,228.3069986
FALSE,0.856,1019.748173,-1000.788965,740.2835363,352.9862132,134.1906931,341.6584553,365.6972714,-332.5494243,277.8257429,13.7897143
TRUE,0.889,-303.100466,-416.0733615,607.7544594,-611.3361815,606.4854891,-34.65946732,-592.6276554,-354.7971233,-210.295549,-571.5579387
TRUE,0.893,-757.6464961,-768.5280725,-327.6391903,-128.3295499,43.50929352,-17.04685557,-213.2473549,154.045632,-402.4751432,177.7430352
FALSE,0.809,270.4525381,-521.6964104,28.6070379,-139.3258652,709.4772497,352.7581592,-538.2237064,187.9163949,-54.28026637,-315.3573883
TRUE,0.832,-401.2719527,-294.7416886,-843.517505,344.903808,-96.7000573,-523.6010289,-670.2797386,398.0475651,-345.4043513,-221.4697617
FALSE,0.842,319.7729121,-772.8420703,-390.2521488,145.0609223,-443.1895361,89.21415092,22.66162167,-67.85793716,-132.2412915,779.9088703
TRUE,0.836,-75.71250777,288.4606757,1364.547359,197.3629371,-230.4304334,77.14856947,-142.6481024,-308.9807478,-882.3444364,-403.38125
TRUE,0.858,177.7295568,-514.4566665,204.5168576,-109.2943485,-815.6352897,-319.4691984,-313.2434586,-104.2898166,-157.4361252,-170.3956645
TRUE,0.881,-665.5283468,658.3495028,80.48910256,843.1999705,-577.8107603,330.8300464,445.4851066,343.0709322,64.76741698,326.4524229
TRUE,0.852,-346.3997734,-706.8394689,-114.5048592,-37.19498497,-362.0745055,17.63503264,443.6658106,162.9763692,-755.5631279,57.43558859
TRUE,0.89,-649.1441227,203.21035,-105.0918462,-129.517679,-66.05701601,400.9615828,168.722458,-301.2329586,99.13942449,80.83089438
TRUE,0.838,323.2682209,439.035224,-135.966641,-305.0247545,22.75647904,-243.4530559,-272.0196813,180.1741239,157.5901918,596.2539919
TRUE,0.871,-133.5666371,-739.0063157,1384.493594,333.7027861,-155.6472819,520.7927491,17.20727511,376.6442417,-4.431069518,-222.1020294
TRUE,0.879,328.0367937,-98.658216,1411.366893,195.1945407,-676.1371819,257.8295095,-259.2884375,222.8555527,-171.0113577,-178.8094236
TRUE,0.886,756.8997071,-686.6144545,-542.0495294,557.6371456,-164.2426072,160.4617381,-83.00648677,-475.4026526,106.6228095,122.4959186
TRUE,0.897,248.6279765,-713.277534,676.2990964,563.744614,-960.5755801,-240.8516534,-140.6160789,-14.22481546,-144.7116167,-336.2940799
TRUE,0.897,67.46193992,-14.9285112,-570.7780525,-268.3894467,-196.6114741,135.2734257,211.5791726,-392.5893522,-346.0100823,-308.623138
TRUE,0.84,362.9320347,133.4802471,-627.5771642,-283.4881391,-110.9360068,330.5444239,-139.5048613,381.4980768,204.0215816,-144.6151395
TRUE,0.893,-1057.030807,-56.59636257,128.9948949,-398.9075019,374.8986797,432.6199243,-42.96763545,-80.18524762,124.9813025,-173.680294
TRUE,0.896,-185.2981868,-1086.90596,-524.6328767,-155.7372156,-141.8158275,-241.1024333,-288.0420888,152.8208932,-412.4293052,176.5662465
TRUE,0.87,862.5636079,419.9313133,-353.5201482,-329.3386648,-404.2475975,297.7520827,19.89415337,-331.45905,142.5201308,459.1345037
TRUE,0.872,668.1201966,552.4765495,-322.2295431,-430.7471137,-233.151241,-166.3755496,-124.617154,-126.822021,70.89559854,485.6626848
FALSE,0.88,-803.8650555,-702.7257923,202.3943193,-128.0763681,124.5749853,547.3480774,-181.0675444,104.9659092,82.42247708,-184.93364
FALSE,0.838,-645.0419533,367.1454747,-439.6989421,72.42247783,-263.5942202,-248.1111464,86.16974503,110.2486733,68.03881949,63.81404933
TRUE,0.805,-324.0043794,-724.7760101,-222.8078729,-109.6334749,-217.4292449,180.310013,37.24813324,271.5000848,-662.4334354,-13.05017077
TRUE,0.886,1117.360978,-599.5330125,710.1359246,386.5119834,-881.3189163,-265.455334,68.7690362,-383.4862893,-19.95768117,-15.60283502
FALSE,0.854,-544.048989,172.9738955,231.8655742,51.83592181,-246.5329516,-484.8334057,214.3917766,521.3312839,52.25656617,95.48742074
TRUE,0.86,931.3964766,-590.6860246,-622.5700424,-558.6861024,-510.9458102,1.084787956,506.0193135,-27.4665843,-200.8094186,308.7741499
TRUE,0.875,960.7593003,-618.0891791,-186.4400045,1226.434966,-356.8081184,390.4464387,-170.6841461,-243.9622619,36.71242068,-106.4482786
TRUE,0.863,-929.8114668,-9.175923112,-543.2000189,631.2440416,573.1733145,-333.814349,67.37943317,-267.9951234,478.0087792,303.4877062
TRUE,0.872,745.6597215,-621.2845517,206.8474926,-459.5683751,137.3856066,26.15639192,-587.5582204,550.7018298,509.0856886,901.0789492
TRUE,1,-328.6180421,-576.5095054,1075.4816,-679.08678,593.2192418,32.60673027,-57.41930262,-505.6826681,91.07721319,-326.2335275
TRUE,1,711.1687345,-686.2737234,-504.2226896,-4.092019561,394.7166333,603.5899268,793.5108169,39.13884311,56.60407698,309.7329996
TRUE,0.955,-393.9848102,-489.7392562,462.9794771,-142.8051674,184.7695496,539.979944,82.12388085,180.1410684,317.7830534,-454.4811347
TRUE,1,-115.0096796,657.5624057,383.8449246,-742.7899621,-35.2406248,156.417759,301.226306,275.5731401,71.33461199,-442.2368252
TRUE,0.997,-177.1431111,182.5518394,-209.2605262,-500.195215,-181.5674208,-433.1734261,324.7031165,-226.7298033,-613.0781471,59.12840456
TRUE,0.924,618.7944527,-686.1528597,-108.459633,-245.298811,998.8183608,325.7715024,557.5575062,-372.0538757,47.63399988,-97.02021835
TRUE,1,-624.8131617,-0.753769699,-499.1522279,443.3721569,-192.2333607,10.56485376,260.9268859,56.99931728,-275.4693232,383.2262863
TRUE,1,839.7712762,-508.5798185,-73.54746802,-217.5391786,-299.9015425,-581.7775028,969.2754156,-179.7964056,-420.9087409,-159.9364358
TRUE,1,984.3404411,-216.3623899,202.7571376,-133.6489936,841.3909733,463.87984,700.7460423,148.2211086,471.3546907,50.44735752
TRUE,0.978,335.156579,-208.9596439,-644.7589975,964.3036487,-203.0697057,79.91729125,-59.17030756,-55.75226942,-479.6892187,-68.58487225
TRUE,1,1257.409203,-179.4999703,72.1222078,-131.7366102,-64.04526936,-399.3152878,525.4317135,-32.1618244,-439.8602495,608.2675085
TRUE,1,286.8376017,-1015.10278,666.0705579,-796.7233528,709.642103,-268.9765025,-215.2597531,336.5676713,487.0972373,183.1179429
TRUE,1,8.790725503,-604.3649338,-165.3189726,-289.7060362,-491.5563223,-617.1645763,250.5153757,-36.38964437,-358.289853,-51.50545487
TRUE,1,-285.9166912,-1326.633609,855.9276063,-60.79446379,-234.1613067,-336.9626374,103.3202041,398.6305367,405.2332263,-289.8627368
TRUE,0.991,759.2736672,-1014.705402,-285.2745887,170.3381387,-778.4287282,-273.9565119,88.33879776,13.899558,-99.66495822,83.60872513
TRUE,0.928,73.52924616,-361.8949786,372.4802081,336.1255783,611.6194278,-871.0498913,183.8392189,-423.0547298,160.6374364,-215.1819692
TRUE,1,985.6803215,-251.6525405,564.5704736,1239.476972,-288.9388685,-547.6933298,109.1105811,184.4472509,436.2560309,12.89505874
TRUE,0.937,375.0977499,-673.5743031,-870.4184592,-412.5466028,680.522159,-18.07880513,265.339514,0.426637215,-48.18036131,-374.855806
TRUE,1,-638.4173038,-601.2205547,-307.9805239,125.3714587,-14.14053042,-339.1014118,463.9029968,-738.9556183,-352.552569,173.3899066
TRUE,1,-99.16266627,-96.07867116,143.7464721,-574.0456697,-678.1484991,-405.2722855,457.0945719,263.4476702,-602.6537182,-69.13384619
